text,class,__index_level_0__
"A 51-year-old individual, working in the Self-emp-not-inc sector, has an education level of HS-grad. They are Divorced, working as Sales, and have a Not-in-family relationship.They belong to the White race, are Male",0,9001
"A 25-year-old individual, working in the Local-gov sector, has an education level of Bachelors. They are Never-married, working as Prof-specialty, and have a Own-child relationship.They belong to the White race, are Female",0,1855
"A 28-year-old individual, working in the Private sector, has an education level of Some-college. They are Married-civ-spouse, working as Handlers-cleaners, and have a Husband relationship.They belong to the White race, are Male",0,30395
"A 19-year-old individual, working in the Private sector, has an education level of HS-grad. They are Never-married, working as Adm-clerical, and have a Own-child relationship.They belong to the White race, are Male",0,19431
"A 46-year-old individual, working in the Self-emp-not-inc sector, has an education level of 11th. They are Married-civ-spouse, working as Transport-moving, and have a Husband relationship.They belong to the Black race, are Male",0,46390
"A 36-year-old individual, working in the Private sector, has an education level of Some-college. They are Separated, working as Adm-clerical, and have a Other-relative relationship.They belong to the Amer-Indian-Eskimo race, are Female",0,40920
"A 23-year-old individual, working in the State-gov sector, has an education level of Some-college. They are Separated, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",0,48653
"A 28-year-old individual, working in the Federal-gov sector, has an education level of Bachelors. They are Never-married, working as Prof-specialty, and have a Own-child relationship.They belong to the Black race, are Female",0,9045
"A 29-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Other-service, and have a Unmarried relationship.They belong to the White race, are Female",0,32414
"A 17-year-old individual, working in the Private sector, has an education level of 11th. They are Never-married, working as Other-service, and have a Own-child relationship.They belong to the White race, are Male",0,19211
"A 52-year-old individual, working in the nan sector, has an education level of 10th. They are Divorced, working as nan, and have a Not-in-family relationship.They belong to the White race, are Male",0,33846
"A 65-year-old individual, working in the Self-emp-not-inc sector, has an education level of Masters. They are Married-spouse-absent, working as Prof-specialty, and have a Not-in-family relationship.They belong to the White race, are Female",0,35487
"A 17-year-old individual, working in the Self-emp-not-inc sector, has an education level of 11th. They are Never-married, working as Farming-fishing, and have a Own-child relationship.They belong to the White race, are Male",0,39573
"A 30-year-old individual, working in the Private sector, has an education level of Bachelors. They are Never-married, working as Exec-managerial, and have a Not-in-family relationship.They belong to the White race, are Male",0,30652
"A 40-year-old individual, working in the Private sector, has an education level of HS-grad. They are Divorced, working as Adm-clerical, and have a Unmarried relationship.They belong to the White race, are Female",0,30116
"A 21-year-old individual, working in the Private sector, has an education level of HS-grad. They are Married-civ-spouse, working as Other-service, and have a Other-relative relationship.They belong to the White race, are Female",0,43857
"A 49-year-old individual, working in the Private sector, has an education level of 7th-8th. They are Married-civ-spouse, working as Machine-op-inspct, and have a Husband relationship.They belong to the White race, are Male",0,23781
